First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Mike,Nørgaard,Pass,2021-11-12,49.0000,60,81.7%,180,AT,90,06:29,08:01,MikeMNorgaard@jourrapide.com,6186412,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Cripín,Batista,Pass,2021-11-17,51.0000,60,85.0%,180,BR,80,01:39,02:59,CripinBatistaEsquivel@superrito.com,6132550,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Niklas,Peters,Pass,2021-12-15,48.0000,60,80.0%,180,AT,142,07:53,10:15,NiklasPeters@superrito.com,6219110,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Zachary,Khan,Pass,2021-12-17,51.0000,60,85.0%,180,FR,71,13:21,14:32,ZacharyKhan@fleckens.hu,6250107,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Quennel,D'Aubigné,Pass,2021-12-18,52.0000,60,86.7%,180,SE,75,02:06,03:23,QuennelDAubigne@teleworm.us,6159321,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Evan,Dyer,Pass,2021-12-19,55.0000,60,91.7%,180,UY,93,06:53,08:27,EvanDyer@rhyta.com,6274677,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Tanguy,Batard,Pass,2022-04-04,52.0000,60,86.7%,180,IS,81,08:03,09:25,TanguyBatard@gustr.com,6413959,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Josef,Nečas,Pass,2022-04-05,50.0000,60,83.3%,180,SE,68,05:35,07:35,JosefNecas@armyspy.com,6433596,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Rebeca,Melo,Pass,2022-05-12,50.0000,60,83.3%,180,ZA,168,02:25,05:16,RebecaCarvalhoMelo@superrito.com,6288135,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Alex,Lima,Pass,2022-05-21,48.0000,60,80.0%,180,ZA,155,10:54,13:33,AlexSouzaLima@rhyta.com,7338000,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Marko,Becker,Pass,2022-05-24,48.0000,60,80.0%,180,CY,177,18:27,21:55,MarkoBecker@rhyta.com,6101057,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Gabriela,Melo,Pass,2022-05-27,53.0000,60,88.3%,180,AU,155,13:59,16:36,GabrielaBarrosMelo@jourrapide.com,6512540,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Isabella,Araujo,Pass,2022-05-28,55.0000,60,91.7%,180,IS,168,18:45,21:34,IsabellaCastroAraujo@rhyta.com,6199894,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Muhab,Botros,Pass,2022-06-05,56.0000,60,93.3%,180,CH,124,03:36,05:40,MuhabNabihBotros@armyspy.com,6302187,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
