First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Růžena,Houserová,Pass,2021-08-10,39.0000,40,97.5%,120,ES,10,04:49,04:59,RuzenaHouserova@dayrep.com,6095938,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Asim,Noordeloos,Pass,2021-08-14,38.0000,40,95.0%,120,PT,100,06:00,07:42,AsimNoordeloos@teleworm.us,6102470,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Sun,Hsü,Pass,2021-08-26,36.0000,40,90.0%,120,ES,48,15:20,16:09,SunHsu@armyspy.com,6119244,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Michael,Thomas,Pass,2021-08-29,35.0000,40,87.5%,120,AU,118,20:23,22:22,MichaelWThomas@dayrep.com,6120015,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Logan,Palmer,Pass,2021-09-17,34.0000,40,85.0%,120,NL,114,07:30,09:25,LoganPalmer@cuvox.de,6149376,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Karina,Nowak ,Pass,2021-09-24,33.0000,40,82.5%,120,PT,64,20:58,22:06,KarinaNowak@einrot.com,6129896,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Deodato,Soria,Pass,2021-10-13,35.0000,40,87.5%,120,CH,88,21:29,22:58,DeodatoSoriaBarajas@armyspy.com,6183336,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Dexter,Austin,Pass,2021-10-13,34.0000,40,85.0%,120,CY,101,23:18,01:02,DexterAustin@gustr.com,6184826,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Salvador,Sebring,Pass,2021-10-13,33.0000,40,82.5%,120,DK,69,01:05,02:16,SalvadorNSebring@jourrapide.com,6184962,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Abelina,Angelo,Pass,2021-10-14,33.0000,40,82.5%,120,CA,50,22:56,23:47,AbelinaAngelo@cuvox.de,6187844,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Josh,Ballew,Pass,2021-10-29,34.0000,40,85.0%,120,NZ,119,16:47,18:46,JoshABallew@gustr.com,6208987,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Michał,Adamczyk,Pass,2021-11-15,32.0000,40,80.0%,120,ES,106,06:47,08:34,MichalAdamczyk@gustr.com,6232890,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Taisei,Kitamura,Pass,2021-12-12,35.0000,40,87.5%,120,DK,58,15:22,16:21,TaiseiKitamura@dayrep.com,6199284,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Josh,Carey,Pass,2021-12-15,37.0000,40,92.5%,120,TN,75,16:14,17:31,JoshCarey@teleworm.us,6242564,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Roland,Fresne,Pass,2021-12-29,32.0000,40,80.0%,120,AU,52,00:38,01:32,RolandFresne@einrot.com,6275861,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Sander,Sjögren,Pass,2022-01-02,38.0000,40,95.0%,120,FR,75,14:25,15:41,SanderSjogren@armyspy.com,6223921,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Dean,Torr,Pass,2022-01-16,33.0000,40,82.5%,120,PT,83,19:17,20:41,DeanTorr@einrot.com,6242830,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Sócrates,Meraz,Pass,2022-01-19,33.0000,40,82.5%,120,PT,100,12:38,14:18,SocratesMerazPeres@cuvox.de,6328764,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Oran,Watson,Pass,2022-01-24,34.0000,40,85.0%,120,SE,82,04:50,06:28,OranWatson@armyspy.com,6332595,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Saustin,Vega,Pass,2022-01-26,37.0000,40,92.5%,120,FI,44,03:48,04:33,SaustinVegaArce@armyspy.com,6338652,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Gordon,Burns,Pass,2022-02-02,34.0000,40,85.0%,120,TN,45,20:27,21:13,GordonBurns@dayrep.com,6352053,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Jun,Huang,Pass,2022-02-03,37.0000,40,92.5%,120,IS,51,15:26,16:18,JunHuang@gustr.com,6353701,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Emil,Jacobsen,Pass,2022-02-04,32.0000,40,80.0%,120,FI,74,06:46,08:01,EmilJJacobsen@armyspy.com,6354514,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Kuba,Nowak ,Pass,2022-03-02,34.0000,40,85.0%,120,SE,70,05:51,07:02,KubaNowak@gustr.com,6391014,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Procopio,Salgado,Pass,2022-03-28,32.0000,40,80.0%,120,CZ,113,14:28,16:21,ProcopioSalgadoArredondo@fleckens.hu,6428937,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Josef,Nečas,Pass,2022-04-11,36.0000,40,90.0%,120,SE,65,07:32,08:41,JosefNecas@armyspy.com,6433596,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Isma'il,Said,Pass,2022-04-13,35.0000,40,87.5%,120,PL,76,22:44,00:01,IsmailSuhaibSaid@superrito.com,6450880,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Hafa,Mustafa,Pass,2022-04-17,37.0000,40,92.5%,120,UY,112,01:24,03:17,HafaRaneemMustafa@armyspy.com,6188112,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Isabella,Onio,Pass,2022-04-22,35.0000,40,87.5%,120,BR,43,13:32,14:16,IsabellaOnio@jourrapide.com,6464730,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Rebeca,Melo,Pass,2022-04-29,34.0000,40,85.0%,120,ZA,105,02:47,04:32,RebecaCarvalhoMelo@superrito.com,6288135,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Aaron,Keen,Pass,2022-06-06,36.0000,40,90.0%,120,US,46,11:58,12:46,AaronKeen@superrito.com,6299602,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Antônio,Araujo,Pass,2022-06-20,32.0000,40,80.0%,120,NO,69,06:57,08:06,AntonioRodriguesAraujo@superrito.com,6264529,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Isabella,Araujo,Pass,2022-07-08,33.0000,40,82.5%,120,IS,85,23:44,01:10,IsabellaCastroAraujo@rhyta.com,6199894,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
Cibor,Zawadzki,Pass,2022-07-24,34.0000,40,85.0%,120,FI,37,19:43,20:21,CiborZawadzki@cuvox.de,6522723,PR000006,NMCA: NetMRI Configuration and Administration 7.4,64208
