First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Carlos,Melo,Pass,2021-08-05,68.0000,70,97.1%,180,CA,20,05:12,05:33,CarlosGomesMelo@fleckens.hu,6091234,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Milca,Monroy,Pass,2021-08-11,61.0000,70,87.1%,180,CY,163,08:01,10:44,MilcaMonroyMunguia@gustr.com,6098708,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Karel,Fiala,Pass,2021-08-12,61.0000,70,87.1%,180,FR,39,05:43,06:23,KarelFiala@fleckens.hu,6099971,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Leigh,Zijlstra,Pass,2021-08-12,57.0000,70,81.4%,180,AU,111,18:59,20:52,LeighZijlstra@gustr.com,6100840,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Franciszka,Ostrowska,Pass,2021-08-14,56.0000,70,80.0%,180,ES,68,08:41,09:50,FranciszkaOstrowska@fleckens.hu,6102591,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Benedetto,Giordano,Pass,2021-08-15,58.0000,70,82.9%,180,EE,21,08:37,08:58,BenedettoGiordano@einrot.com,6102132,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Sa'diyah,Naifeh,Pass,2021-08-16,56.0000,70,80.0%,180,CH,124,16:40,18:46,SadiyahBahijahNaifeh@armyspy.com,6100541,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Zouhair,van Meegen,Pass,2021-08-16,63.0000,70,90.0%,180,DK,53,01:45,02:41,ZouhairvanMeegen@jourrapide.com,6103893,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Taimu,Oogusuku,Pass,2021-08-17,64.0000,70,91.4%,180,GL,74,05:12,06:26,TaimuOogusuku@armyspy.com,6105894,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Erik,Decker,Pass,2021-08-17,58.0000,70,82.9%,180,NZ,74,06:51,08:10,ErikDecker@armyspy.com,6106098,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Jacinto,Agosto,Pass,2021-08-19,56.0000,70,80.0%,180,ZA,112,00:37,02:31,JacintoAgostoMunoz@fleckens.hu,6107803,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Wasil,Sleiman,Pass,2021-08-23,61.0000,70,87.1%,180,UY,161,14:20,17:05,WasilAntarahSleiman@rhyta.com,6113968,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Earl,Alleyne,Pass,2021-08-25,60.0000,70,85.7%,180,TN,89,02:47,04:16,EarlBAlleyne@superrito.com,6116481,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Brygida,Nowicka,Pass,2021-08-26,63.0000,70,90.0%,180,NZ,92,01:25,03:15,BrygidaNowicka@armyspy.com,6118100,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Lauren,Walsh,Pass,2021-08-28,60.0000,70,85.7%,180,DE,97,01:50,03:29,LaurenWalsh@gustr.com,6121088,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Marta,Potůčková,Pass,2021-08-30,59.0000,70,84.3%,180,ZA,89,05:43,07:13,MartaPotuckova@teleworm.us,6123381,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Terri,Guyer,Pass,2021-08-31,60.0000,70,85.7%,180,ES,28,19:40,20:09,TerriPGuyer@dayrep.com,6125391,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Pass,2021-09-01,57.0000,70,81.4%,180,CY,105,19:56,21:42,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Detlef,Stiekema,Pass,2021-09-02,57.0000,70,81.4%,180,CH,139,04:08,06:33,DetlefStiekema@superrito.com,6118504,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Jana,Klímová,Pass,2021-09-03,62.0000,70,88.6%,180,ES,178,00:13,03:13,JanaKlimova@jourrapide.com,6125213,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Beata,Lombardi,Pass,2021-09-03,58.0000,70,82.9%,180,IS,179,03:40,06:43,BeataLombardi@superrito.com,6130311,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Trent,Curtis,Pass,2021-09-04,56.0000,70,80.0%,180,IT,122,07:30,09:35,TrentLCurtis@gustr.com,6105622,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Lucio,Arcuri,Pass,2021-09-04,57.0000,70,81.4%,180,ES,45,09:50,10:36,LucioArcuri@jourrapide.com,6105629,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Florentius,Bood,Pass,2021-09-05,56.0000,70,80.0%,180,CY,99,08:28,10:08,FlorentiusBood@teleworm.us,6131994,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Noori,Seif,Pass,2021-09-07,61.0000,70,87.1%,180,CY,129,00:18,02:29,NooriFadiSeif@cuvox.de,6107376,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Robin,Berggren,Pass,2021-09-09,61.0000,70,87.1%,180,NZ,43,07:12,07:57,RobinBerggren@cuvox.de,6137413,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Alain,Archambault,Pass,2021-09-09,60.0000,70,85.7%,180,GB,36,06:31,07:08,AlainArchambault@dayrep.com,6137760,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Tomoya,Nakanishi,Pass,2021-09-09,65.0000,70,92.9%,180,US,39,06:48,07:27,TomoyaNakanishi@cuvox.de,6137782,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Giordana,Romani,Pass,2021-09-13,62.0000,70,88.6%,180,GL,59,19:41,20:41,GiordanaRomani@gustr.com,6142944,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Aron,Tomaszewski,Pass,2021-09-16,61.0000,70,87.1%,180,CY,124,05:37,07:48,AronTomaszewski@jourrapide.com,6147222,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Vladimír,Farský,Pass,2021-09-20,58.0000,70,82.9%,180,NO,82,06:14,07:38,VladimirFarsky@gustr.com,6152272,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Teruhisa,Kouda,Pass,2021-09-20,60.0000,70,85.7%,180,US,37,07:20,07:58,TeruhisaKouda@superrito.com,6152278,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
De,Chu,Pass,2021-09-26,59.0000,70,84.3%,180,DE,36,21:20,21:57,DeChu@rhyta.com,6161461,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Clint,Reynolds,Pass,2021-09-27,62.0000,70,88.6%,180,SI,140,05:05,07:25,ClintEReynolds@dayrep.com,6106297,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Martin,Kukačka,Pass,2021-09-27,67.0000,70,95.7%,180,TN,111,06:28,08:20,MartinKukacka@fleckens.hu,6162185,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Alfie,Rahman,Pass,2021-09-28,60.0000,70,85.7%,180,ES,133,10:20,12:36,AlfieRahman@einrot.com,6123792,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Ainoa,Pérez,Pass,2021-09-28,56.0000,70,80.0%,180,FR,169,05:02,07:52,AinoaPerezAlmanza@jourrapide.com,6155654,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Jeppe,Steffensen,Pass,2021-09-29,60.0000,70,85.7%,180,BE,75,03:43,04:59,JeppeDSteffensen@superrito.com,6150627,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
