First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Sa'diyah,Naifeh,Fail,2021-08-12,12.0000,60,20.0%,180,CH,10,12:36,12:47,SadiyahBahijahNaifeh@armyspy.com,6100541,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Evan,Dyer,Fail,2021-12-10,42.0000,60,70.0%,180,UY,120,04:45,06:46,EvanDyer@rhyta.com,6274677,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Evan,Dyer,Fail,2021-12-14,46.0000,60,76.7%,180,UY,119,06:25,08:40,EvanDyer@rhyta.com,6274677,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Evan,Dyer,Fail,2021-12-16,47.0000,60,78.3%,180,UY,72,14:46,15:59,EvanDyer@rhyta.com,6274677,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Fuyu,Tou,Fail,2021-12-20,31.0000,60,51.7%,180,BE,84,03:41,05:07,FuyuTou@armyspy.com,6234557,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Roland,Fresne,Fail,2022-04-04,40.0000,60,66.7%,180,AU,87,07:15,08:43,RolandFresne@einrot.com,6275861,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Frydrych,Czerwinski,Fail,2022-04-16,38.0000,60,63.3%,180,CY,171,11:01,04:14,FrydrychCzerwinski@jourrapide.com,6351010,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Alex,Lima,Fail,2022-04-30,38.0000,60,63.3%,180,ZA,142,08:22,10:45,AlexSouzaLima@rhyta.com,7338000,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Alex,Lima,Fail,2022-05-19,47.0000,60,78.3%,180,ZA,178,10:54,13:53,AlexSouzaLima@rhyta.com,7338000,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Marko,Becker,Fail,2022-05-22,47.0000,60,78.3%,180,CY,163,23:45,02:48,MarkoBecker@rhyta.com,6101057,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Gabriela,Melo,Fail,2022-05-24,47.0000,60,78.3%,180,AU,136,13:46,16:03,GabrielaBarrosMelo@jourrapide.com,6512540,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Frydrych,Czerwinski,Fail,2022-05-26,32.0000,60,53.3%,180,CY,177,02:53,05:03,FrydrychCzerwinski@jourrapide.com,6351010,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Idris,Awad,Fail,2022-06-21,38.0000,60,63.3%,180,CA,167,14:24,17:14,IdrisMarzuqAwad@teleworm.us,6116874,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Idris,Awad,Fail,2022-06-24,42.0000,60,70.0%,180,CA,124,14:16,16:22,IdrisMarzuqAwad@teleworm.us,6116874,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Idris,Awad,Fail,2022-06-29,45.0000,60,75.0%,180,CA,145,14:13,16:40,IdrisMarzuqAwad@teleworm.us,6116874,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Patricia,Martin,Fail,2022-07-29,42.0000,60,70.0%,180,AU,92,02:20,03:56,PatriciaMMartin@armyspy.com,6286339,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Nazareth,Reséndez,Fail,2022-08-12,28.0000,60,46.7%,180,BE,84,18:38,20:09,NazarethResendezVaca@dayrep.com,6490473,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Frédéric,Despins,Fail,2022-09-22,47.0000,60,78.3%,180,GB,104,09:36,11:20,FredericDespins@superrito.com,6339537,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Frédéric,Despins,Fail,2022-09-26,47.0000,60,78.3%,180,GB,121,09:56,12:00,FredericDespins@superrito.com,6339537,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Madeleine,Cooper,Fail,2022-10-19,43.0000,60,71.7%,180,GB,98,21:07,22:46,MadeleineCooper@einrot.com,6662037,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Madeleine,Cooper,Fail,2022-11-01,43.0000,60,71.7%,180,GB,91,20:30,22:02,MadeleineCooper@einrot.com,6662037,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Madeleine,Cooper,Fail,2022-11-23,43.0000,60,71.7%,180,GB,122,20:56,23:09,MadeleineCooper@einrot.com,6662037,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Madeleine,Cooper,Fail,2022-11-24,45.0000,60,75.0%,180,GB,132,21:08,23:23,MadeleineCooper@einrot.com,6662037,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Diogo,Rocha,Fail,2022-12-11,38.0000,60,63.3%,180,US,180,22:11,01:33,DiogoDiasRocha@rhyta.com,6343799,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Antônio,Araujo,Fail,2023-01-30,45.0000,60,75.0%,180,NO,117,22:40,00:38,AntonioRodriguesAraujo@superrito.com,6264529,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Antônio,Araujo,Fail,2023-02-26,47.0000,60,78.3%,180,NO,118,07:16,09:21,AntonioRodriguesAraujo@superrito.com,6264529,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Imad al Din,Bahar,Fail,2023-03-30,45.0000,60,75.0%,180,DK,133,02:42,05:03,ImadalDinSuhaylBahar@cuvox.de,6486546,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Wei,Mao,Fail,2023-05-16,44.0000,60,73.3%,180,DE,161,23:50,02:39,WeiMao@fleckens.hu,6458383,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Wei,Mao,Fail,2023-06-01,45.0000,60,75.0%,180,DE,148,23:59,02:44,WeiMao@fleckens.hu,6458383,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Wei,Mao,Fail,2023-06-05,45.0000,60,75.0%,180,DE,125,00:19,02:32,WeiMao@fleckens.hu,6458383,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
Wei,Mao,Fail,2023-06-07,47.0000,60,78.3%,180,DE,146,10:03,12:43,WeiMao@fleckens.hu,6458383,PR000005,CDDS: DNSSEC Operations and Troubleshooting 8.4,64207
