First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Nino,Holm,Fail,2021-08-09,76.0000,100,76.0%,240,DK,51,12:38,13:30,NinoHolm@rhyta.com,6095924,PR000007,DDIP: DDI Professional,64209
Marko,Becker,Fail,2021-08-15,74.0000,100,74.0%,240,CY,239,23:16,03:17,MarkoBecker@rhyta.com,6101057,PR000007,DDIP: DDI Professional,64209
Luvencio,Quintanilla,Fail,2021-08-16,73.0000,100,73.0%,240,DE,121,22:50,00:52,LuvencioQuintanillaReyna@armyspy.com,6103671,PR000007,DDIP: DDI Professional,64209
Rebecca,Webster,Fail,2021-08-16,54.0000,100,54.0%,240,IT,239,23:47,04:06,RebeccaIWebster@rhyta.com,6103710,PR000007,DDIP: DDI Professional,64209
Joao,Almeida,Fail,2021-08-17,39.0000,100,39.0%,240,PL,174,23:34,02:33,JoaoFernandesAlmeida@cuvox.de,6103989,PR000007,DDIP: DDI Professional,64209
Kageki,Inaba,Fail,2021-08-18,75.0000,100,75.0%,240,UY,223,15:53,19:37,KagekiInaba@dayrep.com,6106054,PR000007,DDIP: DDI Professional,64209
Elma,Abrahamsson,Fail,2021-08-19,71.0000,100,71.0%,240,BR,238,05:44,09:57,ElmaAbrahamsson@dayrep.com,6109216,PR000007,DDIP: DDI Professional,64209
Kageki,Inaba,Fail,2021-08-21,74.0000,100,74.0%,240,UY,239,16:02,20:02,KagekiInaba@dayrep.com,6106054,PR000007,DDIP: DDI Professional,64209
Tyler,Cooper,Fail,2021-08-22,66.0000,100,66.0%,240,NL,140,15:28,17:52,TylerCooper@jourrapide.com,6099267,PR000007,DDIP: DDI Professional,64209
Guo,Tsui,Fail,2021-08-23,79.0000,100,79.0%,240,SI,207,07:05,10:33,GuoTsui@rhyta.com,6113362,PR000007,DDIP: DDI Professional,64209
