First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Alexia,Díaz,Fail,2021-11-24,17.0000,30,56.7%,60,BR,22,10:46,11:09,AlexiaDiazOntiveros@jourrapide.com,6248067,PR000008,DSP: DNS for Security Practitioners,65277
William,Smith,Fail,2021-11-25,13.0000,30,43.3%,60,AT,44,14:32,15:16,WilliamJSmith@superrito.com,6207706,PR000008,DSP: DNS for Security Practitioners,65277
Josh,Ballew,Fail,2021-11-26,19.0000,30,63.3%,60,NZ,59,15:39,16:38,JoshABallew@gustr.com,6208987,PR000008,DSP: DNS for Security Practitioners,65277
Hennie,Limpens,Fail,2021-11-27,22.0000,30,73.3%,60,CA,52,08:14,09:07,HennieLimpens@fleckens.hu,6232083,PR000008,DSP: DNS for Security Practitioners,65277
Thibaut,Durepos,Fail,2021-11-28,23.0000,30,76.7%,60,US,50,19:35,20:51,ThibautDurepos@rhyta.com,6183776,PR000008,DSP: DNS for Security Practitioners,65277
Josh,Ballew,Fail,2021-11-29,22.0000,30,73.3%,60,NZ,55,13:03,13:58,JoshABallew@gustr.com,6208987,PR000008,DSP: DNS for Security Practitioners,65277
William,Smith,Fail,2021-11-30,17.0000,30,56.7%,60,AT,59,10:23,11:23,WilliamJSmith@superrito.com,6207706,PR000008,DSP: DNS for Security Practitioners,65277
Hennie,Limpens,Fail,2021-11-30,23.0000,30,76.7%,60,CA,46,13:59,14:45,HennieLimpens@fleckens.hu,6232083,PR000008,DSP: DNS for Security Practitioners,65277
Ronnie,Cunningham,Fail,2021-12-01,20.0000,30,66.7%,60,NO,55,20:04,21:00,RonnieCunningham@armyspy.com,6228177,PR000008,DSP: DNS for Security Practitioners,65277
Lei,Fang,Fail,2021-12-01,21.0000,30,70.0%,60,ZA,57,09:35,10:33,LeiFang@rhyta.com,6258607,PR000008,DSP: DNS for Security Practitioners,65277
Julie,Hermansen,Fail,2021-12-03,23.0000,30,76.7%,60,PT,30,08:25,08:56,JulieMHermansen@gustr.com,6263051,PR000008,DSP: DNS for Security Practitioners,65277
Julie,Hermansen,Fail,2021-12-09,23.0000,30,76.7%,60,PT,31,07:35,08:07,JulieMHermansen@gustr.com,6263051,PR000008,DSP: DNS for Security Practitioners,65277
Aliyy,Quraishi,Fail,2021-12-09,23.0000,30,76.7%,60,DE,54,09:16,10:12,AliyyHalimQuraishi@gustr.com,6273226,PR000008,DSP: DNS for Security Practitioners,65277
Simon,Friis,Fail,2021-12-10,21.0000,30,70.0%,60,HU,23,19:23,19:46,SimonCFriis@cuvox.de,6273513,PR000008,DSP: DNS for Security Practitioners,65277
Edward,McAuley,Fail,2021-12-13,21.0000,30,70.0%,60,CZ,19,23:15,23:35,EdwardWMcAuley@gustr.com,6279838,PR000008,DSP: DNS for Security Practitioners,65277
Rafael,Goncalves,Fail,2021-12-16,19.0000,30,63.3%,60,FR,14,05:07,05:22,RafaelAlmeidaGoncalves@einrot.com,6168821,PR000008,DSP: DNS for Security Practitioners,65277
Murad,van Kouwen,Fail,2021-12-16,18.0000,30,60.0%,60,FR,49,21:41,22:31,MuradvanKouwen@dayrep.com,6192024,PR000008,DSP: DNS for Security Practitioners,65277
Mandel,Jolicoeur,Fail,2021-12-16,21.0000,30,70.0%,60,FR,30,08:04,08:35,MandelJolicoeur@fleckens.hu,6198197,PR000008,DSP: DNS for Security Practitioners,65277
Gregg,Crofts,Fail,2021-12-18,23.0000,30,76.7%,60,GL,60,01:24,02:24,GreggGCrofts@einrot.com,6169571,PR000008,DSP: DNS for Security Practitioners,65277
Tim,Kuester,Fail,2021-12-19,23.0000,30,76.7%,60,BE,59,03:38,04:37,TimKuester@cuvox.de,6288329,PR000008,DSP: DNS for Security Practitioners,65277
Murad,van Kouwen,Fail,2021-12-20,19.0000,30,63.3%,60,FR,51,01:13,02:05,MuradvanKouwen@dayrep.com,6192024,PR000008,DSP: DNS for Security Practitioners,65277
Lewis,Anderson,Fail,2021-12-20,23.0000,30,76.7%,60,AU,47,22:09,22:56,LewisAnderson@dayrep.com,6290781,PR000008,DSP: DNS for Security Practitioners,65277
Rafael,Goncalves,Fail,2021-12-21,18.0000,30,60.0%,60,FR,23,00:49,01:12,RafaelAlmeidaGoncalves@einrot.com,6168821,PR000008,DSP: DNS for Security Practitioners,65277
Aristarco,Quintanilla,Fail,2021-12-24,20.0000,30,66.7%,60,AT,59,12:36,13:36,AristarcoQuintanillaGracia@armyspy.com,6285849,PR000008,DSP: DNS for Security Practitioners,65277
Christian,Mikkelsen,Fail,2021-12-28,22.0000,30,73.3%,60,AT,59,13:20,14:21,ChristianNMikkelsen@armyspy.com,6300099,PR000008,DSP: DNS for Security Practitioners,65277
Lin,Pan,Fail,2021-12-30,22.0000,30,73.3%,60,GB,48,02:56,06:01,LinPan@dayrep.com,6128784,PR000008,DSP: DNS for Security Practitioners,65277
Aleksander,Jaworski,Fail,2022-01-01,20.0000,30,66.7%,60,DK,59,15:49,16:49,AleksanderJaworski@gustr.com,6124295,PR000008,DSP: DNS for Security Practitioners,65277
Archie,Chaffey,Fail,2022-01-02,18.0000,30,60.0%,60,GL,49,06:53,07:43,ArchieChaffey@armyspy.com,6264929,PR000008,DSP: DNS for Security Practitioners,65277
Finlay,Howarth,Fail,2022-01-04,20.0000,30,66.7%,60,US,57,16:00,16:58,FinlayHowarth@rhyta.com,6119086,PR000008,DSP: DNS for Security Practitioners,65277
Joasia,Wiśniewska,Fail,2022-01-05,19.0000,30,63.3%,60,ES,52,23:57,00:50,JoasiaWisniewska@jourrapide.com,6147239,PR000008,DSP: DNS for Security Practitioners,65277
Simon,Friis,Fail,2022-01-05,20.0000,30,66.7%,60,HU,45,08:38,09:24,SimonCFriis@cuvox.de,6273513,PR000008,DSP: DNS for Security Practitioners,65277
Marko,Nussbaum,Fail,2022-01-05,22.0000,30,73.3%,60,IT,46,11:53,12:40,MarkoNussbaum@armyspy.com,6285926,PR000008,DSP: DNS for Security Practitioners,65277
Jakub,Szczepański,Fail,2022-01-05,10.0000,30,33.3%,60,ZA,48,07:49,08:41,JakubSzczepanski@cuvox.de,6309665,PR000008,DSP: DNS for Security Practitioners,65277
René,Hoover,Fail,2022-01-06,20.0000,30,66.7%,60,NZ,59,23:14,00:14,ReneHoover@rhyta.com,6310636,PR000008,DSP: DNS for Security Practitioners,65277
Logan,Douglas,Fail,2022-01-07,22.0000,30,73.3%,60,AT,30,10:19,10:50,LoganDouglas@teleworm.us,6313044,PR000008,DSP: DNS for Security Practitioners,65277
Jakub,Szczepański,Fail,2022-01-08,12.0000,30,40.0%,60,ZA,55,13:15,14:11,JakubSzczepanski@cuvox.de,6309665,PR000008,DSP: DNS for Security Practitioners,65277
Rafael,Goncalves,Fail,2022-01-10,17.0000,30,56.7%,60,FR,15,06:05,06:20,RafaelAlmeidaGoncalves@einrot.com,6168821,PR000008,DSP: DNS for Security Practitioners,65277
Toby,Marsden,Fail,2022-01-12,22.0000,30,73.3%,60,SE,24,20:38,21:05,TobyMarsden@teleworm.us,6320101,PR000008,DSP: DNS for Security Practitioners,65277
Rahim,Kossen,Fail,2022-01-13,15.0000,30,50.0%,60,NZ,60,01:26,02:35,RahimKossen@dayrep.com,6320366,PR000008,DSP: DNS for Security Practitioners,65277
Sun,Tao,Fail,2022-01-15,22.0000,30,73.3%,60,EE,53,09:36,10:30,SunTao@dayrep.com,6264846,PR000008,DSP: DNS for Security Practitioners,65277
Gabryjel,Sokołowski,Fail,2022-01-16,16.0000,30,53.3%,60,PL,60,12:59,13:59,GabryjelSokolowski@jourrapide.com,6323843,PR000008,DSP: DNS for Security Practitioners,65277
Rafael,Goncalves,Fail,2022-01-17,23.0000,30,76.7%,60,FR,55,23:45,00:43,RafaelAlmeidaGoncalves@einrot.com,6168821,PR000008,DSP: DNS for Security Practitioners,65277
Joasia,Wiśniewska,Fail,2022-01-19,23.0000,30,76.7%,60,ES,54,01:21,02:16,JoasiaWisniewska@jourrapide.com,6147239,PR000008,DSP: DNS for Security Practitioners,65277
