First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Torsten,Ebersbach,Fail,2021-08-12,21.0000,50,42.0%,120,CZ,86,00:11,01:38,TorstenEbersbach@fleckens.hu,6098116,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Christopher,Mullins,Fail,2021-08-20,31.0000,50,62.0%,120,DK,86,16:17,03:18,ChristopherMMullins@superrito.com,6109838,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Indro,Bellucci,Fail,2021-08-23,27.0000,50,54.0%,120,ES,98,23:36,01:15,IndroBellucci@cuvox.de,6112803,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Marcus,Nordström,Fail,2021-08-25,35.0000,50,70.0%,120,IT,76,21:29,22:46,MarcusNordstrom@armyspy.com,6117569,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Christopher,Mullins,Fail,2021-09-04,37.0000,50,74.0%,120,DK,97,12:11,13:49,ChristopherMMullins@superrito.com,6109838,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Christopher,Mullins,Fail,2021-09-06,39.0000,50,78.0%,120,DK,67,15:12,16:19,ChristopherMMullins@superrito.com,6109838,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Nathanaël,Romp,Fail,2021-09-08,28.0000,50,56.0%,120,CZ,47,00:48,01:36,NathanaelRomp@cuvox.de,6109019,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Konstancja,Nowak ,Fail,2021-09-10,31.0000,50,62.0%,120,ES,98,22:50,00:28,KonstancjaNowak@rhyta.com,6138663,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Baruc,Heredia,Fail,2021-09-29,32.0000,50,64.0%,120,ZA,117,06:16,08:15,BarucHerediaArenas@fleckens.hu,6165666,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Lasse,Kjær,Fail,2021-10-08,32.0000,50,64.0%,120,IS,106,04:24,06:14,LasseAKjaer@jourrapide.com,6103878,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
Lasse,Kjær,Fail,2021-10-10,28.0000,50,56.0%,120,IS,35,12:05,12:42,LasseAKjaer@jourrapide.com,6103878,PR000004,B1TD: BloxOne Threat Defense 8.4,64206
