First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Nadiah,Engelen,Fail,2021-12-08,20.0000,30,66.7%,60,US,58,06:34,07:33,NadiahEngelen@einrot.com,6244133,PR000009,DIS: DNS Infrastructure Security,65283
Jay,Herbert,Fail,2021-12-13,22.0000,30,73.3%,60,DE,38,05:55,06:34,JayHerbert@rhyta.com,6116501,PR000009,DIS: DNS Infrastructure Security,65283
Edward,McAuley,Fail,2021-12-13,16.0000,30,53.3%,60,CZ,19,21:21,21:41,EdwardWMcAuley@gustr.com,6279838,PR000009,DIS: DNS Infrastructure Security,65283
Tomás,Rodrigues,Fail,2021-12-16,22.0000,30,73.3%,60,AT,19,13:49,14:09,TomasCavalcantiRodrigues@rhyta.com,6285651,PR000009,DIS: DNS Infrastructure Security,65283
Archie,Chaffey,Fail,2021-12-18,18.0000,30,60.0%,60,GL,41,11:40,12:22,ArchieChaffey@armyspy.com,6264929,PR000009,DIS: DNS Infrastructure Security,65283
Patrik,Paclt,Fail,2021-12-20,18.0000,30,60.0%,60,NL,41,21:07,21:51,PatrikPaclt@rhyta.com,6290696,PR000009,DIS: DNS Infrastructure Security,65283
Murad,van Kouwen,Fail,2021-12-29,16.0000,30,53.3%,60,FR,56,02:30,03:26,MuradvanKouwen@dayrep.com,6192024,PR000009,DIS: DNS Infrastructure Security,65283
Breno,Lima,Fail,2021-12-30,23.0000,30,76.7%,60,CY,20,06:18,06:38,BrenoCarvalhoLima@fleckens.hu,6290320,PR000009,DIS: DNS Infrastructure Security,65283
Aleksander,Jaworski,Fail,2022-01-01,22.0000,30,73.3%,60,DK,55,16:52,17:48,AleksanderJaworski@gustr.com,6124295,PR000009,DIS: DNS Infrastructure Security,65283
Breno,Lima,Fail,2022-01-03,22.0000,30,73.3%,60,CY,33,05:48,06:21,BrenoCarvalhoLima@fleckens.hu,6290320,PR000009,DIS: DNS Infrastructure Security,65283
Murad,van Kouwen,Fail,2022-01-05,17.0000,30,56.7%,60,FR,58,03:05,04:04,MuradvanKouwen@dayrep.com,6192024,PR000009,DIS: DNS Infrastructure Security,65283
Breno,Lima,Fail,2022-01-05,23.0000,30,76.7%,60,CY,38,05:18,05:57,BrenoCarvalhoLima@fleckens.hu,6290320,PR000009,DIS: DNS Infrastructure Security,65283
Jasmine,Sandberg,Fail,2022-01-06,23.0000,30,76.7%,60,FI,30,09:26,09:57,JasmineSandberg@armyspy.com,6311479,PR000009,DIS: DNS Infrastructure Security,65283
William,Smith,Fail,2022-01-10,18.0000,30,60.0%,60,AT,54,17:26,18:21,WilliamJSmith@superrito.com,6207706,PR000009,DIS: DNS Infrastructure Security,65283
Riccardo,Trevisano,Fail,2022-01-17,18.0000,30,60.0%,60,CY,31,00:21,00:54,RiccardoTrevisano@dayrep.com,6324292,PR000009,DIS: DNS Infrastructure Security,65283
Murad,van Kouwen,Fail,2022-01-18,15.0000,30,50.0%,60,FR,56,02:33,03:31,MuradvanKouwen@dayrep.com,6192024,PR000009,DIS: DNS Infrastructure Security,65283
Murilo,Barros,Fail,2022-01-18,23.0000,30,76.7%,60,IS,47,02:11,02:59,MuriloMeloBarros@armyspy.com,6325933,PR000009,DIS: DNS Infrastructure Security,65283
Sheng,Ch'in,Fail,2022-01-23,18.0000,30,60.0%,60,NZ,55,00:01,00:58,ShengChin@fleckens.hu,6333601,PR000009,DIS: DNS Infrastructure Security,65283
Murad,van Kouwen,Fail,2022-01-24,23.0000,30,76.7%,60,FR,57,22:47,23:44,MuradvanKouwen@dayrep.com,6192024,PR000009,DIS: DNS Infrastructure Security,65283
Gustavo,Hogue,Fail,2022-01-30,23.0000,30,76.7%,60,DK,44,22:54,23:39,GustavoSHogue@rhyta.com,6345395,PR000009,DIS: DNS Infrastructure Security,65283
Phillipp,Thalberg,Fail,2022-02-04,18.0000,30,60.0%,60,CY,45,05:22,06:08,PhillippThalberg@teleworm.us,6352895,PR000009,DIS: DNS Infrastructure Security,65283
Juliano,Kaptijn,Fail,2022-02-04,19.0000,30,63.3%,60,TN,33,05:47,06:20,JulianoKaptijn@rhyta.com,6354452,PR000009,DIS: DNS Infrastructure Security,65283
Hayden,Gillison,Fail,2022-02-04,16.0000,30,53.3%,60,FR,60,16:47,17:47,HaydenGillison@rhyta.com,6355264,PR000009,DIS: DNS Infrastructure Security,65283
Sheng,Ch'in,Fail,2022-02-05,21.0000,30,70.0%,60,NZ,57,09:38,10:37,ShengChin@fleckens.hu,6333601,PR000009,DIS: DNS Infrastructure Security,65283
Sheng,Ch'in,Fail,2022-02-07,18.0000,30,60.0%,60,NZ,52,18:45,19:39,ShengChin@fleckens.hu,6333601,PR000009,DIS: DNS Infrastructure Security,65283
