First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Kerr,Simpson,Pass,2021-11-24,25.0000,30,83.3%,60,NZ,10,22:25,22:35,KerrSimpson@teleworm.us,6249034,PR000009,DIS: DNS Infrastructure Security,65283
Hennie,Limpens,Pass,2021-11-27,24.0000,30,80.0%,60,CA,58,04:44,05:42,HennieLimpens@fleckens.hu,6232083,PR000009,DIS: DNS Infrastructure Security,65283
Thibaut,Durepos,Pass,2021-11-29,25.0000,30,83.3%,60,US,56,09:12,10:09,ThibautDurepos@rhyta.com,6183776,PR000009,DIS: DNS Infrastructure Security,65283
Zachary,Khan,Pass,2021-11-30,29.0000,30,96.7%,60,FR,32,12:16,12:49,ZacharyKhan@fleckens.hu,6250107,PR000009,DIS: DNS Infrastructure Security,65283
Vitoria,Pinto,Pass,2021-12-01,28.0000,30,93.3%,60,EE,39,12:28,13:08,VitoriaCostaPinto@rhyta.com,6242549,PR000009,DIS: DNS Infrastructure Security,65283
Tayyib,Touma,Pass,2021-12-01,29.0000,30,96.7%,60,BE,16,14:23,14:40,TayyibJibranTouma@jourrapide.com,6259773,PR000009,DIS: DNS Infrastructure Security,65283
Dong,Cheng,Pass,2021-12-03,24.0000,30,80.0%,60,DE,58,08:10,09:13,DongCheng@cuvox.de,6262606,PR000009,DIS: DNS Infrastructure Security,65283
Gaspard,Peres,Pass,2021-12-05,29.0000,30,96.7%,60,FR,54,21:06,22:00,GaspardPeresGodoy@fleckens.hu,6183418,PR000009,DIS: DNS Infrastructure Security,65283
Lu'ay,Kanaan,Pass,2021-12-07,26.0000,30,86.7%,60,ES,24,08:49,09:14,LuayAymanKanaan@superrito.com,6218489,PR000009,DIS: DNS Infrastructure Security,65283
Gastón,Ulloa,Pass,2021-12-08,29.0000,30,96.7%,60,DE,45,11:34,12:20,GastonUlloaVillegas@cuvox.de,6216429,PR000009,DIS: DNS Infrastructure Security,65283
Mariano,Ferri,Pass,2021-12-09,24.0000,30,80.0%,60,NL,38,08:14,09:03,MarianoFerri@armyspy.com,6116078,PR000009,DIS: DNS Infrastructure Security,65283
Kang,Tuan,Pass,2021-12-09,28.0000,30,93.3%,60,CA,40,01:05,01:45,KangTuan@armyspy.com,6272058,PR000009,DIS: DNS Infrastructure Security,65283
Hadi,Larsson,Pass,2021-12-10,28.0000,30,93.3%,60,IT,47,09:09,09:57,HadiLarsson@gustr.com,6275155,PR000009,DIS: DNS Infrastructure Security,65283
Josh,Ballew,Pass,2021-12-13,24.0000,30,80.0%,60,NZ,60,14:50,15:50,JoshABallew@gustr.com,6208987,PR000009,DIS: DNS Infrastructure Security,65283
Julie,Hermansen,Pass,2021-12-13,26.0000,30,86.7%,60,PT,25,03:05,03:31,JulieMHermansen@gustr.com,6263051,PR000009,DIS: DNS Infrastructure Security,65283
Itsuma,Otani,Pass,2021-12-13,28.0000,30,93.3%,60,EE,33,09:38,10:12,ItsumaOtani@dayrep.com,6276075,PR000009,DIS: DNS Infrastructure Security,65283
Naomi,Andersson,Pass,2021-12-13,26.0000,30,86.7%,60,BE,55,05:57,06:52,NaomiAndersson@superrito.com,6278342,PR000009,DIS: DNS Infrastructure Security,65283
Anke,Zimmermann,Pass,2021-12-15,29.0000,30,96.7%,60,ZA,35,15:22,15:58,AnkeZimmermann@einrot.com,6268501,PR000009,DIS: DNS Infrastructure Security,65283
Roland,Fresne,Pass,2021-12-15,24.0000,30,80.0%,60,AU,39,03:15,03:54,RolandFresne@einrot.com,6275861,PR000009,DIS: DNS Infrastructure Security,65283
Alyssa,Gillbee,Pass,2021-12-15,29.0000,30,96.7%,60,TN,44,07:08,07:54,AlyssaGillbee@rhyta.com,6282815,PR000009,DIS: DNS Infrastructure Security,65283
Tristan,Young,Pass,2021-12-15,27.0000,30,90.0%,60,EE,37,07:08,07:46,TristanYoung@cuvox.de,6282816,PR000009,DIS: DNS Infrastructure Security,65283
Kong,Lai,Pass,2021-12-16,24.0000,30,80.0%,60,ES,26,13:49,14:20,KongLai@gustr.com,6174101,PR000009,DIS: DNS Infrastructure Security,65283
Hafa,Mustafa,Pass,2021-12-16,27.0000,30,90.0%,60,UY,56,03:00,03:56,HafaRaneemMustafa@armyspy.com,6188112,PR000009,DIS: DNS Infrastructure Security,65283
Antônio,Correia,Pass,2021-12-16,29.0000,30,96.7%,60,BR,48,12:15,13:05,AntonioAraujoCorreia@jourrapide.com,6285539,PR000009,DIS: DNS Infrastructure Security,65283
Juanma,Aparicio,Pass,2021-12-16,24.0000,30,80.0%,60,PL,48,13:30,14:18,JuanmaAparicioMuniz@cuvox.de,6285633,PR000009,DIS: DNS Infrastructure Security,65283
Viet,de Vet,Pass,2021-12-17,28.0000,30,93.3%,60,HU,45,12:32,13:17,VietdeVet@fleckens.hu,6287299,PR000009,DIS: DNS Infrastructure Security,65283
Karina,Nowak ,Pass,2021-12-18,28.0000,30,93.3%,60,PT,27,02:03,02:33,KarinaNowak@einrot.com,6129896,PR000009,DIS: DNS Infrastructure Security,65283
Gregg,Crofts,Pass,2021-12-18,27.0000,30,90.0%,60,GL,48,03:32,04:22,GreggGCrofts@einrot.com,6169571,PR000009,DIS: DNS Infrastructure Security,65283
Katsue,Kai,Pass,2021-12-19,28.0000,30,93.3%,60,ZA,27,04:43,05:11,KatsueKai@rhyta.com,6242309,PR000009,DIS: DNS Infrastructure Security,65283
Romolo,Trevisani,Pass,2021-12-20,26.0000,30,86.7%,60,NO,59,03:00,04:00,RomoloTrevisani@superrito.com,6114305,PR000009,DIS: DNS Infrastructure Security,65283
Brygida,Nowicka,Pass,2021-12-20,25.0000,30,83.3%,60,NZ,56,02:22,03:20,BrygidaNowicka@armyspy.com,6118100,PR000009,DIS: DNS Infrastructure Security,65283
Tomás,Rodrigues,Pass,2021-12-20,24.0000,30,80.0%,60,AT,20,08:01,08:21,TomasCavalcantiRodrigues@rhyta.com,6285651,PR000009,DIS: DNS Infrastructure Security,65283
Munsif,Rahal,Pass,2021-12-20,26.0000,30,86.7%,60,HU,29,02:05,02:34,MunsifMuhyialDinRahal@fleckens.hu,6289123,PR000009,DIS: DNS Infrastructure Security,65283
Mineto,Yoshikawa,Pass,2021-12-20,28.0000,30,93.3%,60,PT,46,02:17,03:04,MinetoYoshikawa@fleckens.hu,6289130,PR000009,DIS: DNS Infrastructure Security,65283
