First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Earl,Alleyne,Pass,2023-05-26,9.0000,10,90.0%,60,TN,11,03:31,03:43,EarlBAlleyne@superrito.com,6116481,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Daniela,Hoffmann,Pass,2023-05-26,8.0000,10,80.0%,60,IT,14,17:25,17:39,DanielaHoffmann@armyspy.com,6298918,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Daniel,Evans,Pass,2023-05-29,10.0000,10,100.0%,60,CY,13,05:32,05:46,DanielEvans@einrot.com,6424977,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Valdemar,Nørgaard,Pass,2023-05-31,8.0000,10,80.0%,60,CY,37,21:21,21:58,ValdemarANorgaard@armyspy.com,6101158,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Bailey,Wilkinson,Pass,2023-06-09,8.0000,10,80.0%,60,NL,38,13:06,13:44,BaileyWilkinson@cuvox.de,6259440,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Mohammad,Rasmussen,Pass,2023-06-12,9.0000,10,90.0%,60,FR,26,23:05,23:32,MohammadSRasmussen@armyspy.com,7173365,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Hassan,van der Staaij,Pass,2023-06-13,8.0000,10,80.0%,60,BE,31,00:48,01:26,HassanvanderStaaij@jourrapide.com,6840857,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Mineto,Yoshikawa,Pass,2023-06-14,8.0000,10,80.0%,60,PT,39,00:54,01:34,MinetoYoshikawa@fleckens.hu,6289130,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Al Tayyib,Essa,Pass,2023-06-14,8.0000,10,80.0%,60,FI,18,05:26,05:46,AlTayyibKhalilalAllahEssa@einrot.com,6627315,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Yousri,Westera,Pass,2023-06-14,8.0000,10,80.0%,60,SI,28,13:33,14:02,YousriWestera@superrito.com,7247676,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Fakhiri,Qureshi,Pass,2023-06-14,8.0000,10,80.0%,60,NO,50,22:46,23:38,FakhiriNooriQureshi@einrot.com,7252680,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Jasper,Ordell,Pass,2023-06-15,8.0000,10,80.0%,60,NO,48,00:49,01:38,JasperOrdell@cuvox.de,6519585,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Jake,Dempster,Pass,2023-06-15,8.0000,10,80.0%,60,IT,52,00:49,01:41,JakeDempster@rhyta.com,6519776,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
Josh,Ballew,Pass,2023-06-19,9.0000,10,90.0%,60,NZ,10,12:59,13:10,JoshABallew@gustr.com,6208987,PR000010,Services Certification - BloxOne DDI Quickstart Exam,69448
