First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Kerr,Simpson,Pass,2021-11-24,27.0000,30,90.0%,60,NZ,9,23:00,23:10,KerrSimpson@teleworm.us,6249034,PR000008,DSP: DNS for Security Practitioners,65277
Thibaut,Durepos,Pass,2021-11-28,24.0000,30,80.0%,60,US,34,20:52,21:30,ThibautDurepos@rhyta.com,6183776,PR000008,DSP: DNS for Security Practitioners,65277
Connor,Porter,Pass,2021-11-30,24.0000,30,80.0%,60,TN,34,15:33,16:08,ConnorPorter@rhyta.com,6247978,PR000008,DSP: DNS for Security Practitioners,65277
Eleonora,Engström,Pass,2021-11-30,27.0000,30,90.0%,60,TN,11,16:54,17:06,EleonoraEngstrom@einrot.com,6257968,PR000008,DSP: DNS for Security Practitioners,65277
Josh,Ballew,Pass,2021-12-01,27.0000,30,90.0%,60,NZ,46,12:54,13:41,JoshABallew@gustr.com,6208987,PR000008,DSP: DNS for Security Practitioners,65277
Vitoria,Pinto,Pass,2021-12-01,28.0000,30,93.3%,60,EE,25,13:21,13:47,VitoriaCostaPinto@rhyta.com,6242549,PR000008,DSP: DNS for Security Practitioners,65277
Bailey,Wilkinson,Pass,2021-12-01,29.0000,30,96.7%,60,NL,31,10:36,11:07,BaileyWilkinson@cuvox.de,6259440,PR000008,DSP: DNS for Security Practitioners,65277
Tayyib,Touma,Pass,2021-12-01,26.0000,30,86.7%,60,BE,18,15:23,15:42,TayyibJibranTouma@jourrapide.com,6259773,PR000008,DSP: DNS for Security Practitioners,65277
William,Smith,Pass,2021-12-02,24.0000,30,80.0%,60,AT,10,16:49,16:59,WilliamJSmith@superrito.com,6207706,PR000008,DSP: DNS for Security Practitioners,65277
Hennie,Limpens,Pass,2021-12-02,24.0000,30,80.0%,60,CA,50,09:16,10:07,HennieLimpens@fleckens.hu,6232083,PR000008,DSP: DNS for Security Practitioners,65277
Lei,Fang,Pass,2021-12-03,26.0000,30,86.7%,60,ZA,49,03:49,04:39,LeiFang@rhyta.com,6258607,PR000008,DSP: DNS for Security Practitioners,65277
Gaspard,Peres,Pass,2021-12-06,29.0000,30,96.7%,60,FR,35,22:37,23:14,GaspardPeresGodoy@fleckens.hu,6183418,PR000008,DSP: DNS for Security Practitioners,65277
Lu'ay,Kanaan,Pass,2021-12-07,26.0000,30,86.7%,60,ES,15,08:31,08:47,LuayAymanKanaan@superrito.com,6218489,PR000008,DSP: DNS for Security Practitioners,65277
Zachary,Khan,Pass,2021-12-07,30.0000,30,100.0%,60,FR,37,14:16,14:54,ZacharyKhan@fleckens.hu,6250107,PR000008,DSP: DNS for Security Practitioners,65277
Ken,Espinal,Pass,2021-12-07,27.0000,30,90.0%,60,GL,15,09:28,09:44,KenEspinalVigil@dayrep.com,6268504,PR000008,DSP: DNS for Security Practitioners,65277
Gastón,Ulloa,Pass,2021-12-08,29.0000,30,96.7%,60,DE,49,12:51,13:41,GastonUlloaVillegas@cuvox.de,6216429,PR000008,DSP: DNS for Security Practitioners,65277
Julie,Hermansen,Pass,2021-12-09,27.0000,30,90.0%,60,PT,19,08:19,08:39,JulieMHermansen@gustr.com,6263051,PR000008,DSP: DNS for Security Practitioners,65277
Annabelle,Shaw,Pass,2021-12-09,29.0000,30,96.7%,60,NZ,39,14:44,15:23,AnnabelleShaw@rhyta.com,6273769,PR000008,DSP: DNS for Security Practitioners,65277
Josef,Hoferek,Pass,2021-12-10,26.0000,30,86.7%,60,NO,52,13:39,14:32,JosefHoferek@superrito.com,6135210,PR000008,DSP: DNS for Security Practitioners,65277
Itsuma,Otani,Pass,2021-12-11,29.0000,30,96.7%,60,EE,28,03:04,03:33,ItsumaOtani@dayrep.com,6276075,PR000008,DSP: DNS for Security Practitioners,65277
Hadi,Larsson,Pass,2021-12-12,29.0000,30,96.7%,60,IT,32,07:35,08:08,HadiLarsson@gustr.com,6275155,PR000008,DSP: DNS for Security Practitioners,65277
Mariano,Ferri,Pass,2021-12-13,25.0000,30,83.3%,60,NL,38,07:16,07:55,MarianoFerri@armyspy.com,6116078,PR000008,DSP: DNS for Security Practitioners,65277
Jay,Herbert,Pass,2021-12-13,26.0000,30,86.7%,60,DE,24,07:57,08:22,JayHerbert@rhyta.com,6116501,PR000008,DSP: DNS for Security Practitioners,65277
Afifah,Fakhoury,Pass,2021-12-13,29.0000,30,96.7%,60,FR,18,08:07,08:26,AfifahShadhaFakhoury@armyspy.com,6278655,PR000008,DSP: DNS for Security Practitioners,65277
Anke,Zimmermann,Pass,2021-12-15,26.0000,30,86.7%,60,ZA,47,11:50,12:38,AnkeZimmermann@einrot.com,6268501,PR000008,DSP: DNS for Security Practitioners,65277
Roland,Fresne,Pass,2021-12-15,25.0000,30,83.3%,60,AU,31,05:59,06:31,RolandFresne@einrot.com,6275861,PR000008,DSP: DNS for Security Practitioners,65277
Alyssa,Gillbee,Pass,2021-12-15,26.0000,30,86.7%,60,TN,32,06:15,06:48,AlyssaGillbee@rhyta.com,6282815,PR000008,DSP: DNS for Security Practitioners,65277
Tristan,Young,Pass,2021-12-15,28.0000,30,93.3%,60,EE,34,06:14,06:49,TristanYoung@cuvox.de,6282816,PR000008,DSP: DNS for Security Practitioners,65277
Kong,Lai,Pass,2021-12-16,24.0000,30,80.0%,60,ES,31,14:35,15:17,KongLai@gustr.com,6174101,PR000008,DSP: DNS for Security Practitioners,65277
Karina,Nowak ,Pass,2021-12-17,25.0000,30,83.3%,60,PT,36,15:27,16:03,KarinaNowak@einrot.com,6129896,PR000008,DSP: DNS for Security Practitioners,65277
Hafa,Mustafa,Pass,2021-12-17,26.0000,30,86.7%,60,UY,45,03:33,04:19,HafaRaneemMustafa@armyspy.com,6188112,PR000008,DSP: DNS for Security Practitioners,65277
Basilio,Moretti,Pass,2021-12-17,28.0000,30,93.3%,60,CA,15,01:50,02:05,BasilioMoretti@cuvox.de,6286385,PR000008,DSP: DNS for Security Practitioners,65277
Katsue,Kai,Pass,2021-12-19,27.0000,30,90.0%,60,ZA,18,05:22,05:40,KatsueKai@rhyta.com,6242309,PR000008,DSP: DNS for Security Practitioners,65277
Aliyy,Quraishi,Pass,2021-12-19,26.0000,30,86.7%,60,DE,48,12:36,13:25,AliyyHalimQuraishi@gustr.com,6273226,PR000008,DSP: DNS for Security Practitioners,65277
Leonardo,Rocha,Pass,2021-12-19,28.0000,30,93.3%,60,EE,59,15:43,16:42,LeonardoBarrosRocha@einrot.com,6288637,PR000008,DSP: DNS for Security Practitioners,65277
Romolo,Trevisani,Pass,2021-12-20,28.0000,30,93.3%,60,NO,33,04:16,04:50,RomoloTrevisani@superrito.com,6114305,PR000008,DSP: DNS for Security Practitioners,65277
Brygida,Nowicka,Pass,2021-12-20,28.0000,30,93.3%,60,NZ,33,19:44,20:19,BrygidaNowicka@armyspy.com,6118100,PR000008,DSP: DNS for Security Practitioners,65277
Gregg,Crofts,Pass,2021-12-20,29.0000,30,96.7%,60,GL,45,02:17,03:03,GreggGCrofts@einrot.com,6169571,PR000008,DSP: DNS for Security Practitioners,65277
Klara,Jansson,Pass,2021-12-20,24.0000,30,80.0%,60,BR,33,04:59,05:33,KlaraJansson@jourrapide.com,6192507,PR000008,DSP: DNS for Security Practitioners,65277
Mandel,Jolicoeur,Pass,2021-12-20,27.0000,30,90.0%,60,FR,56,23:46,00:52,MandelJolicoeur@fleckens.hu,6198197,PR000008,DSP: DNS for Security Practitioners,65277
Tomás,Rodrigues,Pass,2021-12-20,26.0000,30,86.7%,60,AT,27,07:21,07:48,TomasCavalcantiRodrigues@rhyta.com,6285651,PR000008,DSP: DNS for Security Practitioners,65277
Tim,Kuester,Pass,2021-12-20,24.0000,30,80.0%,60,BE,47,23:11,23:58,TimKuester@cuvox.de,6288329,PR000008,DSP: DNS for Security Practitioners,65277
Munsif,Rahal,Pass,2021-12-20,26.0000,30,86.7%,60,HU,35,01:23,01:58,MunsifMuhyialDinRahal@fleckens.hu,6289123,PR000008,DSP: DNS for Security Practitioners,65277
