First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Therese,Lindström,Fail,2021-08-11,53.0000,70,75.7%,180,CY,132,23:26,01:38,ThereseLindstrom@fleckens.hu,6098119,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Sa'diyah,Naifeh,Fail,2021-08-12,52.0000,70,74.3%,180,CH,156,18:18,20:56,SadiyahBahijahNaifeh@armyspy.com,6100541,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Juno,Batista,Fail,2021-08-13,38.0000,70,54.3%,180,EE,135,05:46,08:02,JunoBatistaGarcia@armyspy.com,6101395,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Benedetto,Giordano,Fail,2021-08-13,54.0000,70,77.1%,180,EE,72,19:10,20:26,BenedettoGiordano@einrot.com,6102132,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-17,47.0000,70,67.1%,180,CY,137,23:19,01:36,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Robert,Baumgaertner,Fail,2021-08-17,53.0000,70,75.7%,180,UY,139,10:30,12:50,RobertBaumgaertner@armyspy.com,6106480,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-18,46.0000,70,65.7%,180,CY,67,19:53,21:01,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Juno,Batista,Fail,2021-08-20,43.0000,70,61.4%,180,EE,158,06:23,09:19,JunoBatistaGarcia@armyspy.com,6101395,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Albino,Endrizzi,Fail,2021-08-20,52.0000,70,74.3%,180,DE,54,13:31,14:27,AlbinoEndrizzi@fleckens.hu,6111170,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-21,49.0000,70,70.0%,180,CY,70,00:55,02:06,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-23,43.0000,70,61.4%,180,CY,99,01:39,03:19,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-25,49.0000,70,70.0%,180,CY,78,01:17,02:35,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-26,53.0000,70,75.7%,180,CY,73,18:09,19:24,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Detlef,Stiekema,Fail,2021-08-26,55.0000,70,78.6%,180,CH,136,14:56,17:13,DetlefStiekema@superrito.com,6118504,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Valdemar,Nørgaard,Fail,2021-08-29,47.0000,70,67.1%,180,CY,80,01:51,03:13,ValdemarANorgaard@armyspy.com,6101158,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Noori,Seif,Fail,2021-08-31,54.0000,70,77.1%,180,CY,179,00:19,03:20,NooriFadiSeif@cuvox.de,6107376,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Juno,Batista,Fail,2021-09-03,41.0000,70,58.6%,180,EE,173,06:10,09:07,JunoBatistaGarcia@armyspy.com,6101395,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Venerando,Bianchi,Fail,2021-09-15,40.0000,70,57.1%,180,TN,178,07:07,10:12,VenerandoBianchi@gustr.com,6128682,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Gyousei,Toda,Fail,2021-09-17,52.0000,70,74.3%,180,NL,179,05:34,08:41,GyouseiToda@rhyta.com,6149203,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Clint,Reynolds,Fail,2021-09-21,51.0000,70,72.9%,180,SI,126,07:51,09:57,ClintEReynolds@dayrep.com,6106297,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Clint,Reynolds,Fail,2021-09-23,55.0000,70,78.6%,180,SI,158,05:20,07:59,ClintEReynolds@dayrep.com,6106297,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Gaetan,St-Jacques,Fail,2021-10-01,50.0000,70,71.4%,180,UY,179,04:53,07:54,GaetanSt-Jacques@jourrapide.com,6169063,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Macey,Smith,Fail,2021-10-04,54.0000,70,77.1%,180,SE,150,06:42,09:13,MaceySmith@rhyta.com,6167052,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Dexter,Longpré,Fail,2021-10-04,51.0000,70,72.9%,180,BE,178,23:16,02:15,DexterLongpre@jourrapide.com,6171643,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Robert,Baumgaertner,Fail,2021-10-05,53.0000,70,75.7%,180,UY,180,09:56,13:00,RobertBaumgaertner@armyspy.com,6106480,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Albino,Endrizzi,Fail,2021-10-06,55.0000,70,78.6%,180,DE,75,13:53,15:10,AlbinoEndrizzi@fleckens.hu,6111170,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Nofre,Aguirre,Fail,2021-10-09,46.0000,70,65.7%,180,HU,177,08:32,11:30,NofreAguirreMontero@dayrep.com,6156970,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Bruno,Barros,Fail,2021-10-11,42.0000,70,60.0%,180,BE,172,22:43,01:37,BrunoFernandesBarros@dayrep.com,6157250,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Shumayl,Mikhail,Fail,2021-10-11,54.0000,70,77.1%,180,CA,119,00:27,02:27,ShumaylSalehMikhail@gustr.com,6181933,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Henri,Caouette,Fail,2021-10-11,53.0000,70,75.7%,180,CH,168,08:03,10:53,HenriCaouette@cuvox.de,6182536,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Hafa,Mustafa,Fail,2021-10-16,54.0000,70,77.1%,180,UY,120,00:58,02:59,HafaRaneemMustafa@armyspy.com,6188112,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
Marko,Becker,Fail,2021-10-18,46.0000,70,65.7%,180,CY,174,12:34,15:31,MarkoBecker@rhyta.com,6101057,PR000003,CDAT: Core DDI Advanced Troubleshooting 8.0,64205
