First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Dirk,Trommler,Fail,2023-05-23,6.0000,10,60.0%,60,TN,26,04:14,04:45,DirkTrommler@superrito.com,6278138,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Daniel,Evans,Fail,2023-05-29,7.0000,10,70.0%,60,CY,6,05:51,05:58,DanielEvans@einrot.com,6424977,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Daniel,Evans,Fail,2023-05-31,5.0000,10,50.0%,60,CY,1,04:30,04:32,DanielEvans@einrot.com,6424977,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Atsuhiko,Sugiyama,Fail,2023-06-27,7.0000,10,70.0%,60,NL,34,11:56,12:31,AtsuhikoSugiyama@rhyta.com,6687163,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Shing,Ho,Fail,2023-07-05,6.0000,10,60.0%,60,DK,12,01:18,01:30,ShingHo@superrito.com,7095611,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Nicklas,Dam,Fail,2023-07-06,7.0000,10,70.0%,60,AU,31,07:17,07:49,NicklasMDam@superrito.com,6720666,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Shing,Ho,Fail,2023-07-06,6.0000,10,60.0%,60,DK,17,01:00,01:18,ShingHo@superrito.com,7095611,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Jake,Dempster,Fail,2023-07-07,7.0000,10,70.0%,60,IT,23,04:26,04:52,JakeDempster@rhyta.com,6519776,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Warren,Cameron,Fail,2023-07-10,5.0000,10,50.0%,60,UY,12,00:18,00:31,WarrenCameron@cuvox.de,7036965,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Lavinia,Sousa,Fail,2023-07-12,7.0000,10,70.0%,60,CY,23,19:27,19:51,LaviniaCardosoSousa@superrito.com,6389297,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Forbes,Munro,Fail,2023-07-14,7.0000,10,70.0%,60,UY,50,04:09,05:00,ForbesMunro@superrito.com,6873218,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Tyson,Selfe,Fail,2023-07-18,6.0000,10,60.0%,60,NL,5,05:32,05:42,TysonSelfe@einrot.com,6680293,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
Carlos,Silva,Fail,2023-07-19,7.0000,10,70.0%,60,NO,54,14:15,15:11,CarlosCastroSilva@cuvox.de,6282866,PR000011,Services Certification - BloxOne Threat Defense Quickstart Exam,69449
