First Name,Last Name,Result,Date Completed,Overall Score,Overall Max Score,Overall Percentage Score,Time Limit,Country,Time Taken,Start Time,End Time,Email,Candidate Id,Exam Code,Exam Name,Exam Id
Amanda,Hellström,Pass,2021-08-12,95.0000,100,95.0%,240,FI,196,23:25,02:43,AmandaHellstrom@armyspy.com,6099559,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Gidion,Westera,Pass,2021-08-13,83.0000,100,83.0%,240,DK,142,00:29,02:52,GidionWestera@teleworm.us,6101076,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Valdemar,Nørgaard,Pass,2021-08-13,81.0000,100,81.0%,240,CY,181,02:00,05:02,ValdemarANorgaard@armyspy.com,6101158,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Louise,Jessen,Pass,2021-08-13,85.0000,100,85.0%,240,NL,169,02:07,04:57,LouiseMJessen@einrot.com,6101175,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Nina,Mynářová,Pass,2021-08-13,89.0000,100,89.0%,240,BR,183,03:50,06:57,NinaMynarova@einrot.com,6101267,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Leigh,Zijlstra,Pass,2021-08-14,89.0000,100,89.0%,240,AU,180,21:28,00:30,LeighZijlstra@gustr.com,6100840,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Franciszka,Ostrowska,Pass,2021-08-14,81.0000,100,81.0%,240,ES,120,10:19,12:21,FranciszkaOstrowska@fleckens.hu,6102591,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Jürgen,Köhler,Pass,2021-08-18,88.0000,100,88.0%,240,AT,226,22:12,02:00,JurgenKohler@gustr.com,6107186,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Noori,Seif,Pass,2021-08-18,89.0000,100,89.0%,240,CY,235,00:54,04:51,NooriFadiSeif@cuvox.de,6107376,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Benedetto,Giordano,Pass,2021-08-19,80.0000,100,80.0%,240,EE,63,21:19,22:31,BenedettoGiordano@einrot.com,6102132,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Clint,Reynolds,Pass,2021-08-19,89.0000,100,89.0%,240,SI,173,05:24,08:18,ClintEReynolds@dayrep.com,6106297,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Nathanaël,Romp,Pass,2021-08-19,84.0000,100,84.0%,240,CZ,179,02:40,05:39,NathanaelRomp@cuvox.de,6109019,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Stéphane,Salois,Pass,2021-08-21,91.0000,100,91.0%,240,DK,160,03:56,06:39,StephaneSalois@armyspy.com,6111547,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
Romolo,Trevisani,Pass,2021-08-23,89.0000,100,89.0%,240,NO,127,21:43,23:53,RomoloTrevisani@superrito.com,6114305,PR000002,CDCA: Core DDI Configuration and Administration 8.4,64111
